gene_id;gene_name;seqname;type;weighted_fpkm
gene384;Pig1;NC_004354.4;gene;0.0686031771315543
gene385;Sgs4;NC_004354.4;gene;0.0454122223634305
gene386;CR44886;NC_004354.4;gene;1.13120105981048
gene387;CG10793;NC_004354.4;gene;1.45847274434041
gene388;CR46243;NC_004354.4;gene;0.0117087999413279
gene390;Myc;NC_004354.4;gene;14.4486569390544
gene389;CR44999;NC_004354.4;gene;0.846118114527906
gene391;CG12535;NC_004354.4;gene;1.54532198495991
gene392;tRNA:Gln-TTG-2-1;NC_004354.4;gene;0
gene393;CG14269;NC_004354.4;gene;4.08100824204753
gene394;CG16782;NC_004354.4;gene;20.5099390529582
gene395;CG10801;NC_004354.4;gene;1.07170078735214
gene396;CG16781;NC_004354.4;gene;3.88455671951737
gene397;CG12206;NC_004354.4;gene;1.12776744385165
gene398;CG10804;NC_004354.4;gene;13.0599782115411
gene399;CG10802;NC_004354.4;gene;26.0439155027154
gene400;CG14270;NC_004354.4;gene;39.9212359446691
gene401;CG10803;NC_004354.4;gene;13.3443106017844
gene402;Gas8;NC_004354.4;gene;0.868452010426554
gene403;DIP-alpha;NC_004354.4;gene;1.44237921377791
gene404;CG13021;NC_004354.4;gene;2.79578370893996
gene405;MRE16;NC_004354.4;gene;5024.90937000822
gene406;ppk8;NC_004354.4;gene;0.83529992206723
gene407;CG2875;NC_004354.4;gene;19.794348718534
gene408;AstA-R1;NC_004354.4;gene;2.73007199442683
gene409;Ilp7;NC_004354.4;gene;1.01912767546633
gene410;Parg;NC_004354.4;gene;9.60947647832799
gene411;Mnt;NC_004354.4;gene;20.1030114897717
gene412;CR45102;NC_004354.4;gene;27.0968119472872
gene413;Rala;NC_004354.4;gene;27.273905818422
gene414;Tlk;NC_004354.4;gene;18.6524339279368
gene415;mir-4962;NC_004354.4;gene;0
gene416;HIP-R;NC_004354.4;gene;10.2632968544967
gene417;CR44117;NC_004354.4;gene;0.014484434132422
gene418;Crg-1;NC_004354.4;gene;2.40564315942011
gene419;CR42499;NC_004354.4;pseudogene;0
gene420;CR33221;NC_004354.4;pseudogene;0.388059068885586
gene421;HIP;NC_004354.4;gene;15.1573256467468
gene422;CR44118;NC_004354.4;gene;0
gene423;fd3F;NC_004354.4;gene;0.032685078768011
gene424;ec;NC_004354.4;gene;1.40750902921058
gene425;tRNA:Gln-CTG-2-1;NC_004354.4;gene;0
gene426;tRNA:Pro-CGG-3-1;NC_004354.4;gene;0
gene427;CG2901;NC_004354.4;gene;0.645218706308461
gene428;roX1;NC_004354.4;gene;116.71808826385
gene429;yin;NC_004354.4;gene;56.1055176322338
gene430;CG2930;NC_004354.4;gene;27.9662331925208
gene431;VhaAC39-1;NC_004354.4;gene;147.697900630636
gene432;CG15239;NC_004354.4;gene;0.293034304823853
gene433;CG42541;NC_004354.4;gene;6.07261531395885
gene434;CG2938;NC_004354.4;gene;18.4520794269816
gene435;CG2941;NC_004354.4;gene;3.07453604802791
gene436;CG32786;NC_004354.4;gene;0.0431186568638518
gene437;CG32783;NC_004354.4;gene;0.260196988909
gene438;Vap33;NC_004354.4;gene;69.8650191731924
gene439;lva;NC_004354.4;gene;16.3860120526424
gene440;CG6428;NC_004354.4;gene;9.88409741415633
gene441;CG6414;NC_004354.4;gene;0.143095520469614
gene442;CR45481;NC_004354.4;gene;0.30990499748319
gene443;CR43298;NC_004354.4;gene;0.797490610911609
gene444;CR45482;NC_004354.4;gene;0.038445444905825
gene445;CR46247;NC_004354.4;gene;1.21400723844063
gene446;CG43689;NC_004354.4;gene;1.57880924823986
gene447;CG6379;NC_004354.4;gene;8.23526197622953
gene448;CG15375;NC_004354.4;gene;0.298124621362198
gene449;Xpac;NC_004354.4;gene;7.22034214775499
gene450;brn;NC_004354.4;gene;5.68835552430926
gene451;cib;NC_004354.4;gene;176.11401242702
gene452;Nsun2;NC_004354.4;gene;9.59199779940863
gene453;dgt4;NC_004354.4;gene;9.00322445021184
gene454;Tip60;NC_004354.4;gene;12.0420982984703
gene455;tyf;NC_004354.4;gene;21.7607129819189
gene456;GlcAT-I;NC_004354.4;gene;15.5508121894253
gene457;Fas2;NC_004354.4;gene;17.1951317905336
gene458;CG43288;NC_004354.4;gene;1.74247918254264
gene459;CG15571;NC_004354.4;gene;13.1982429205483
gene460;CG15570;NC_004354.4;gene;19.353831327776
gene461;Femcoat;NC_004354.4;gene;32.1636759518537
gene462;Muc4B;NC_004354.4;gene;4.05975072578372
gene463;CG43134;NC_004354.4;gene;733.268240523878
gene464;CG43135;NC_004354.4;gene;18.2638227343654
gene465;CG15576;NC_004354.4;gene;5.06451335127946
gene466;CG12691;NC_004354.4;gene;2.12872020970337
gene467;CG15572;NC_004354.4;gene;3.63098868104953
gene468;CR45483;NC_004354.4;gene;0.0914246719136915
gene469;CG15577;NC_004354.4;gene;12.1558891714565
gene470;CG15578;NC_004354.4;gene;5.75378658139812
gene471;CG12692;NC_004354.4;gene;4.2048477153831
gene472;CG15579;NC_004354.4;gene;4.45180776809429
gene473;CR44957;NC_004354.4;gene;0.697303044718717
gene474;CR46156;NC_004354.4;gene;0.535068144998457
gene475;mei-9;NC_004354.4;gene;5.25290052894884
gene476;CG2982;NC_004354.4;gene;49.8991716637588
gene477;mRpL33;NC_004354.4;gene;54.7733039318434
gene478;norpA;NC_004354.4;gene;51.899287889943
gene479;CG12693;NC_004354.4;gene;4.08206615960103
gene480;mir-982;NC_004354.4;gene;0
gene481;mir-303;NC_004354.4;gene;NA
gene482;CG3626;NC_004354.4;gene;12.1624392730902
gene483;mir-983-1;NC_004354.4;gene;0
gene484;mir-983-2;NC_004354.4;gene;0
gene485;mir-984;NC_004354.4;gene;NA
gene486;CR43614;NC_004354.4;gene;0.145082141854746
gene487;CR45484;NC_004354.4;gene;0.0835073065015412
gene488;CG12688;NC_004354.4;gene;0.122065072515303
gene489;CR32773;NC_004354.4;gene;1.89161616784169
gene490;bi;NC_004354.4;gene;1.963265945624
gene491;CG3556;NC_004354.4;gene;23.6250552731393
gene492;rb;NC_004354.4;gene;16.4547821231398
gene493;CHOp24;NC_004354.4;gene;48.3067314483361
gene494;CG3568;NC_004354.4;gene;4.31730182833087
gene495;Usf;NC_004354.4;gene;10.7480930037814
gene496;CG15912;NC_004354.4;gene;7.03225977625778
gene497;CG11436;NC_004354.4;gene;8.46761408652621
gene498;CG3527;NC_004354.4;gene;22.6050866460261
gene499;CG11444;NC_004354.4;gene;53.7264082841402
gene500;CG3546;NC_004354.4;gene;0.00717361079527069
gene501;CG12684;NC_004354.4;gene;4.57169223883099
gene502;peb;NC_004354.4;gene;3.19513594529204
gene503;CG12184;NC_004354.4;gene;0.855297723220055
gene504;CG12179;NC_004354.4;gene;3.58996445600969
gene505;pon;NC_004354.4;gene;1.16766244835614
gene506;CG3081;NC_004354.4;gene;0.0774064315228615
gene507;CG3062;NC_004354.4;gene;2.72035393351106
gene508;HLH4C;NC_004354.4;gene;0.420234406723556
gene509;mRpL30;NC_004354.4;gene;48.5468818489503
gene510;Torsin;NC_004354.4;gene;37.5982587103043
gene511;Cbp80;NC_004354.4;gene;21.7482002901071
gene512;CG15473;NC_004354.4;gene;0.571166005821666
gene513;CG3009;NC_004354.4;gene;34.3794741646737
gene514;fzr;NC_004354.4;gene;16.9004498286299
gene515;Pp2C1;NC_004354.4;gene;12.1574636314403
gene516;ctp;NC_004354.4;gene;138.657245259545
gene517;l(1)G0334;NC_004354.4;gene;200.64343439629
gene518;CG7024;NC_004354.4;gene;4.6158859428524
gene519;Proc-R;NC_004354.4;gene;11.6332079694593
gene520;CG15472;NC_004354.4;gene;1.52758429007593
gene521;Klf15;NC_004354.4;gene;0.153517270302406
gene522;CR45515;NC_004354.4;gene;0.0462807937645877
gene523;CG2871;NC_004354.4;gene;1.82144597682474
gene524;CG15471;NC_004354.4;gene;2.16296642497864
gene525;CG6978;NC_004354.4;gene;0.386783517518138
gene526;CG2861;NC_004354.4;gene;1.85876287657582
gene527;CR45516;NC_004354.4;gene;0.0547714652887958
gene528;CG12682;NC_004354.4;gene;1.42104158948874
gene529;CG42594;NC_004354.4;gene;2.78055779985033
gene530;CR43495;NC_004354.4;gene;0.552522936825024
gene531;boil;NC_004354.4;gene;4.02204039334891
gene532;CG6927;NC_004354.4;gene;33.2149342147011
gene533;CG32772;NC_004354.4;gene;14.6741683021985
gene534;CG4041;NC_004354.4;gene;10.2426334653038
gene535;CG6903;NC_004354.4;gene;31.4949150463483
gene536;hpRNA:CR46342;NC_004354.4;gene;0.00158039087260529
gene537;CG44774;NC_004354.4;gene;18.9495801388571
gene538;Ptp4E;NC_004354.4;gene;11.2006139391497
gene539;CR44833;NC_004354.4;gene;9.18848175785123
gene540;CG15468;NC_004354.4;gene;2.47221098856527
gene541;CR45792;NC_004354.4;gene;0.0786619080973507
gene542;CG12680;NC_004354.4;gene;1.32143720287096
gene543;ovo;NC_004354.4;gene;15.6124581181196
gene544;CG32767;NC_004354.4;gene;11.948350374602
gene546;rg;NC_004354.4;gene;8.8423758131068
gene545;CG15465;NC_004354.4;gene;3.23719504513148
gene547;Rpn13R;NC_004354.4;gene;2.71905584097165
gene548;CG5062;NC_004354.4;gene;1.62413077836789
gene549;CR44834;NC_004354.4;gene;2.47606907926345
gene550;CG42749;NC_004354.4;gene;0.102147366834257
gene551;CG3323;NC_004354.4;gene;3.89854065304699
gene552;CG17764;NC_004354.4;gene;1.85452428716981
gene553;Cdk7;NC_004354.4;gene;18.8693672092682
gene554;snf;NC_004354.4;gene;58.1186300954961
gene555;TrxT;NC_004354.4;gene;21.8296864946518
gene556;dhd;NC_004354.4;gene;1168.47329270457
gene557;CG4198;NC_004354.4;gene;5.99641581363641
gene558;CG15930;NC_004354.4;gene;0.401768729916216
gene559;Sas10;NC_004354.4;gene;12.6014587068267
gene560;Rnp4F;NC_004354.4;gene;12.791447269502
gene561;Mcm3;NC_004354.4;gene;14.36061017196
gene562;CG3309;NC_004354.4;gene;9.73965831902834
gene563;XRCC1;NC_004354.4;gene;7.91370646477282
gene564;CanB;NC_004354.4;gene;91.9889613902767
gene565;SK;NC_004354.4;gene;13.3986290948159
gene566;NAAT1;NC_004354.4;gene;27.6043233586144
gene567;spoon;NC_004354.4;gene;50.4549440254338
gene568;Usp16-45;NC_004354.4;gene;15.6749991025826
gene569;CG16756;NC_004354.4;gene;51.8157720590311
gene570;CR45517;NC_004354.4;gene;3.28657906986064
gene571;CG15784;NC_004354.4;gene;46.1003036092648
gene572;CR44471;NC_004354.4;gene;0.235917504702802
gene573;SPR;NC_004354.4;gene;11.6056438576327
gene574;frma;NC_004354.4;gene;16.3837785715372
gene575;CG32762;NC_004354.4;gene;0.0183094370565776
gene576;CG4151;NC_004354.4;gene;0.0673130638645405
gene577;CR45519;NC_004354.4;gene;0.0712901495268094
gene578;CG12730;NC_004354.4;gene;31.9112402526109
gene579;CR45518;NC_004354.4;gene;0.314679810412084
gene580;snoRNA:Psi28S-3342;NC_004354.4;gene;317.702492549417
gene581;Vsx2;NC_004354.4;gene;1.49077871170543
gene582;Vsx1;NC_004354.4;gene;0.755999832713833
gene583;CG34435;NC_004354.4;gene;0.969249819240112
gene584;CG34434;NC_004354.4;gene;3.34052341332404
gene585;RhoGAP5A;NC_004354.4;gene;6.6892332999983
gene586;Mlc-c;NC_004354.4;gene;72.6520349099986
gene587;mir-3645;NC_004354.4;gene;0
gene588;l(1)G0045;NC_004354.4;gene;3.8495678186353
gene589;CG42492;NC_004354.4;gene;29.9794625361206
gene590;CG42265;NC_004354.4;gene;6.98813019283556
gene591;CR45520;NC_004354.4;gene;0.738614068574534
gene592;Sirt4;NC_004354.4;gene;20.6178266758211
gene593;CG4119;NC_004354.4;gene;10.3194910302997
gene594;Rab18;NC_004354.4;gene;61.4774012042584
gene595;RpL35;NC_004354.4;gene;919.636786112851
gene596;Tre1;NC_004354.4;gene;10.8253697801624
gene597;Gr5a;NC_004354.4;gene;0.209340790960156
gene598;CR44958;NC_004354.4;gene;0.19915378098276
gene599;CG42449;NC_004354.4;gene;0.109956198257434
gene600;PGAP1;NC_004354.4;gene;8.73671898928938
gene601;CR45525;NC_004354.4;gene;0.553468781588088
gene602;cv;NC_004354.4;gene;18.4116845297647
gene603;CG3149;NC_004354.4;gene;16.5963058353449
gene604;CR42794;NC_004354.4;gene;0.978031675182206
gene605;CG4096;NC_004354.4;gene;2.20725449159006
gene606;CG33080;NC_004354.4;gene;14.8475907952556
gene607;CG32758;NC_004354.4;gene;24.2555145706308
gene608;CG15773;NC_004354.4;gene;1.23418236363574
gene609;IntS6;NC_004354.4;gene;8.50623192974357
gene610;CG4078;NC_004354.4;gene;6.49611284056389
gene611;CG15772;NC_004354.4;gene;16.3792109490438
gene612;lin-52;NC_004354.4;gene;31.210873923776
gene613;CR45528;NC_004354.4;gene;0.799450648711634
gene614;CG15771;NC_004354.4;gene;50.4727531496592
gene615;MAPk-Ak2;NC_004354.4;gene;44.8284982992612
gene616;CG42699;NC_004354.4;gene;4.75914042364898
gene617;CG3097;NC_004354.4;gene;12.6322884506531
gene618;CG42264;NC_004354.4;gene;0.0643528905276
gene619;CG3108;NC_004354.4;gene;0.0583340304875628
gene620;CG15767;NC_004354.4;gene;0.873428489878279
gene621;mir-4963;NC_004354.4;gene;NA
gene622;CR44832;NC_004354.4;gene;81.9175892591574
gene623;CG12239;NC_004354.4;gene;84.4836813406342
gene624;Cpr5C;NC_004354.4;gene;0.0176132170475827
gene625;Prosbeta2R1;NC_004354.4;gene;2.14157712582352
gene626;CR45529;NC_004354.4;gene;0.0186729358613604
gene627;CG44329;NC_004354.4;gene;0.347147646485374
gene628;CG15766;NC_004354.4;gene;1.98447308240487
gene629;CG15765;NC_004354.4;gene;41.1405197061372
gene630;CR43264;NC_004354.4;gene;134.82171970295
gene631;tRNA:Glu-CTC-6-1Psi;NC_004354.4;pseudogene;0
gene632;CG12729;NC_004354.4;gene;2.9022502601388
gene633;CG43136;NC_004354.4;gene;2.1512359460913
gene634;CG43137;NC_004354.4;gene;2.02377083290851
gene635;CG15764;NC_004354.4;gene;3.54892032807662
gene636;GAA1;NC_004354.4;gene;21.6749887580964
gene637;mof;NC_004354.4;gene;4.4001359748484
gene638;Usp30;NC_004354.4;gene;24.8695234023238
gene639;CG16721;NC_004354.4;gene;35.6901229117347
gene640;CR45668;NC_004354.4;gene;0.542868759400288
gene641;Act5C;NC_004354.4;gene;655.643316486259
gene642;CG4020;NC_004354.4;gene;19.0494523924922
gene643;CG12236;NC_004354.4;gene;11.7720690204827
gene644;Shmt;NC_004354.4;gene;61.2398335212167
gene645;CR44108;NC_004354.4;gene;0.226582362739105
gene646;CG3726;NC_004354.4;gene;10.2179318215587
gene647;CG12728;NC_004354.4;gene;6.49172501854273
gene648;CG32756;NC_004354.4;gene;5.4577372509466
gene649;CG6041;NC_004354.4;gene;6.55700228773747
gene650;CG32755;NC_004354.4;gene;1.50074051127981
gene651;CG6048;NC_004354.4;gene;3.03428424405721
gene652;CG6067;NC_004354.4;gene;36.047447520711
gene653;fs(1)M3;NC_004354.4;gene;13.4772365134859
gene654;Grip;NC_004354.4;gene;2.64549344625621
gene655;CG5966;NC_004354.4;gene;24.6813798257638
gene656;CG4766;NC_004354.4;gene;4.16559856381026
gene657;CR44498;NC_004354.4;gene;2.64300268152347
gene658;mab-21;NC_004354.4;gene;3.46343040746805
gene659;CR44499;NC_004354.4;gene;0.11572331632128
gene660;rux;NC_004354.4;gene;9.67958676037191
gene661;MCTS1;NC_004354.4;gene;38.0793999166039
gene662;CG5937;NC_004354.4;gene;6.5938030898231
gene663;CG5921;NC_004354.4;gene;1.93705928149994
gene664;CG43115;NC_004354.4;gene;2.5378348712372
gene665;CG5928;NC_004354.4;gene;1.13168967610598
gene666;Tsp5D;NC_004354.4;gene;50.6757423458157
gene667;CG4666;NC_004354.4;gene;27.2589128872077
gene668;CG4660;NC_004354.4;gene;6.26115592092443
gene669;raptor;NC_004354.4;gene;8.62780700847452
gene670;Mipp2;NC_004354.4;gene;16.3499309437383
gene671;CR44959;NC_004354.4;gene;0.563830909215455
gene672;Nep1;NC_004354.4;gene;6.44867252522129
gene673;Ca-alpha1T;NC_004354.4;gene;22.3334516297789
gene674;CG32750;NC_004354.4;gene;1.81027193605032
gene675;CG32751;NC_004354.4;gene;3.05806886392655
gene676;CG43090;NC_004354.4;gene;36.8218873861155
gene677;vanin-like;NC_004354.4;gene;7.95362913689797
gene678;Btnd;NC_004354.4;gene;0.770816887993526
gene679;Efr;NC_004354.4;gene;31.348760149705
gene680;sqh;NC_004354.4;gene;88.8708421088436
gene681;dtn;NC_004354.4;gene;13.2781294900439
gene682;CG14445;NC_004354.4;gene;3.92952458662131
gene683;Rbcn-3A;NC_004354.4;gene;17.8213536323981
gene684;Spx;NC_004354.4;gene;12.3434775924881
gene685;schlank;NC_004354.4;gene;33.2992854606814
gene686;CG3781;NC_004354.4;gene;12.6380102541947
gene687;Spt6;NC_004354.4;gene;15.9514170613254
gene688;CG3566;NC_004354.4;gene;49.0261211023709
gene689;Ubi-p5E;NC_004354.4;gene;188.533082014074
gene690;CR45530;NC_004354.4;gene;2.04331101682885
gene691;CR32745;NC_004354.4;pseudogene;2.83996363216359
gene692;CG11700;NC_004354.4;gene;1.19501949602458
gene693;Top3beta;NC_004354.4;gene;12.2742141610462
gene694;wuho;NC_004354.4;gene;10.6102749259007
gene695;Rpt4;NC_004354.4;gene;55.6361598981998
gene696;mldr;NC_004354.4;gene;4.19381339812183
gene697;CG15892;NC_004354.4;gene;7.91152189718739
gene698;CG15891;NC_004354.4;gene;31.5236404407636
gene699;CG3815;NC_004354.4;gene;8.89427955716788
gene700;CG12219;NC_004354.4;gene;8.61151987105839
gene701;CG3823;NC_004354.4;gene;8.49122190333772
gene702;CG15894;NC_004354.4;gene;5.61117598754041
gene703;CG42240;NC_004354.4;gene;50.7047363337829
gene704;CG3842;NC_004354.4;gene;19.9679481564104
gene705;CG3847;NC_004354.4;gene;19.0847016131525
gene706;ND-B16.6;NC_004354.4;gene;192.585095674164
gene707;kdn;NC_004354.4;gene;243.425289658433
gene708;swaPsi;NC_004354.4;pseudogene;2.41941383342567
gene709;swa;NC_004354.4;gene;45.2359089057456
gene710;Marf;NC_004354.4;gene;68.3064815824921
gene711;CR44816;NC_004354.4;gene;49.3619786820425
gene712;PpV;NC_004354.4;gene;25.4224902102586
gene713;CG33664;NC_004354.4;gene;1.92361722456951
gene714;CG33669;NC_004354.4;gene;0.818316023972971
gene715;CG33668;NC_004354.4;gene;2.33982599493833
gene716;CG42340;NC_004354.4;gene;2.87859382717364
gene717;CG33667;NC_004354.4;gene;0.390985927183088
gene718;CG33666;NC_004354.4;gene;1.88012510063099
gene719;CG33665;NC_004354.4;gene;1.98450851554333
gene720;tRNA:Phe-GAA-1-1;NC_004354.4;gene;0
gene721;CG3918;NC_004354.4;gene;14.5933072519391
gene722;CG3342;NC_004354.4;gene;7.18931674488697
gene723;Spat;NC_004354.4;gene;28.7038733488013
gene724;RpL7A;NC_004354.4;gene;1138.70451575826
gene725;snoRNA:Or-CD10;NC_004354.4;gene;0
gene726;dx;NC_004354.4;gene;7.70765117021118
gene727;CG34417;NC_004354.4;gene;35.6383020738408
gene728;CG17717;NC_004354.4;gene;5.81419885073977
gene729;Pat1;NC_004354.4;gene;17.7918648126934
gene730;CR43832;NC_004354.4;gene;0.265152827481799
gene731;APC7;NC_004354.4;gene;18.6891815747811
gene732;pigs;NC_004354.4;gene;12.365855481985
gene733;CG14443;NC_004354.4;gene;0.641499652977426
gene734;CR44817;NC_004354.4;gene;0.615721165707496
gene735;CG3226;NC_004354.4;gene;72.3868761226596
gene736;Cdc7;NC_004354.4;gene;21.1506320061336
gene737;CG3224;NC_004354.4;gene;30.023403447929
gene738;Ctr1A;NC_004354.4;gene;23.6262519179495
gene739;CG3198;NC_004354.4;gene;13.0182658889104
gene740;Mcm6;NC_004354.4;gene;20.7395333252926
gene741;ND-ASHI;NC_004354.4;gene;149.253569480899
gene742;l(1)G0255;NC_004354.4;gene;171.123181514176
gene743;CG4095;NC_004354.4;gene;2.43246966172921
gene744;Pink1;NC_004354.4;gene;60.1305865626108
gene745;CG44303;NC_004354.4;gene;8.21783953371588
gene746;CG3184;NC_004354.4;gene;7.4409198322613
gene747;CG14442;NC_004354.4;gene;17.2118154847003
gene748;CG14440;NC_004354.4;gene;8.52179757981295
gene749;CG14441;NC_004354.4;gene;6.21543059514992
gene750;CG3168;NC_004354.4;gene;84.8760293728836
gene751;CR43461;NC_004354.4;gene;3.67306804261978
gene752;RpL17;NC_004354.4;gene;505.0647136755
gene753;snoRNA:Psi28S-3436b;NC_004354.4;gene;73.2587478000899
gene754;snoRNA:Psi28S-3436a;NC_004354.4;gene;83.2753684997177
gene755;snoRNA:Psi28S-1060;NC_004354.4;gene;96.9047236427502
gene756;snoRNA:Psi28S-1232;NC_004354.4;gene;3.93139713992141
gene757;tRNA:Phe-GAA-1-2;NC_004354.4;gene;0
gene758;CR44895;NC_004354.4;gene;0.0691919912578891
gene759;CR44964;NC_004354.4;gene;0.290194180761108
gene760;CG14439;NC_004354.4;gene;25.5428779292786
gene761;CG14438;NC_004354.4;gene;8.88867909726222
gene762;CR43496;NC_004354.4;gene;9.99274157220876
gene763;COQ7;NC_004354.4;gene;43.5734570222136
gene764;shf;NC_004354.4;gene;5.86307981266885
gene765;C3G;NC_004354.4;gene;12.3504517354487
gene766;pod1;NC_004354.4;gene;15.3730171977293
gene767;iav;NC_004354.4;gene;0.370803104125277
gene768;Nf-YC;NC_004354.4;gene;8.54623921204
gene769;xit;NC_004354.4;gene;10.4273659140383
gene770;Atx-1;NC_004354.4;gene;0.465160518522708
gene771;nonC;NC_004354.4;gene;6.01437610542928
gene772;mAChR-C;NC_004354.4;gene;0.312863815308087
gene773;CG14435;NC_004354.4;gene;12.2691698056944
gene774;CG4557;NC_004354.4;gene;5.7213699121194
gene775;Cht11;NC_004354.4;gene;7.86579860894915
gene776;CG4558;NC_004354.4;gene;13.8406104994245
gene777;CG14434;NC_004354.4;gene;31.4641473515059
gene778;CR45531;NC_004354.4;gene;0.114261558374533
gene779;CG43736;NC_004354.4;gene;18.2867221628164
gene780;CG14431;NC_004354.4;gene;3.97169719896061
gene781;CR4575;NC_004354.4;pseudogene;0.23621383466294
gene782;CR32733;NC_004354.4;pseudogene;0.399425251113585
gene783;CG32732;NC_004354.4;gene;16.6441781727972
gene784;CG4586;NC_004354.4;gene;11.8032622892092
gene785;CG3040;NC_004354.4;gene;26.8986716731006
gene786;ogre;NC_004354.4;gene;51.8374734651343
gene787;CR44084;NC_004354.4;gene;0.0896887757478261
gene788;bou;NC_004354.4;gene;21.7448023951846
gene789;Inx7;NC_004354.4;gene;10.4704008626333
gene790;CR43837;NC_004354.4;gene;2.84255054082193
gene791;Inx2;NC_004354.4;gene;50.888978818161
gene792;cm;NC_004354.4;gene;14.3298909627545
gene793;CG32736;NC_004354.4;gene;NA
gene794;CG42308;NC_004354.4;gene;35.1488706678475
gene795;CG3032;NC_004354.4;gene;1.99174655922373
gene796;CG4593;NC_004354.4;gene;17.4374465249787
gene797;CG12541;NC_004354.4;gene;6.59798278000196
gene798;CG14427;NC_004354.4;gene;0.0637014103896171
gene799;nullo;NC_004354.4;gene;0.0802631765636994
gene800;CG4607;NC_004354.4;gene;22.5403013161999
gene801;Sxl;NC_004354.4;gene;50.196648076043
gene802;mir-4956;NC_004354.4;gene;0
gene803;CG4615;NC_004354.4;gene;23.5448353788483
gene804;CG4617;NC_004354.4;gene;6.76934091222124
gene805;CG8300;NC_004354.4;gene;16.3445451164679
gene806;fz4;NC_004354.4;gene;8.65323878407716
gene807;CR45532;NC_004354.4;gene;0.0328217163402087
gene808;CR46245;NC_004354.4;gene;0.111564213651761
