gene_id;seqname;strand;splice5;splice3;n1;n2
gene10187;NT_037436.4;-1;2567045;2566934;3246;0
gene10187;NT_037436.4;-1;2567369;2567289;3570;0
gene10187;NT_037436.4;-1;2579454;2567815;5859;4
gene10187;NT_037436.4;-1;2585604;2579521;5361;26
gene10188;NT_037436.4;1;2587891;2588083;71610;1
gene10189;NT_037436.4;1;2589553;2592161;2700;80
gene10189;NT_037436.4;1;2592487;2592552;2566;0
gene10189;NT_037436.4;1;2593320;2593387;1769;0
gene10189;NT_037436.4;1;2593500;2593560;830;1
gene10189;NT_037436.4;1;2593802;2593864;2319;0
gene10189;NT_037436.4;1;2594466;2594521;2601;0
gene1019;NC_004354.4;-1;9056023;9055968;301;0
gene1019;NC_004354.4;-1;9056446;9056342;198;12
gene1019;NC_004354.4;-1;9056653;9056589;89;0
gene1019;NC_004354.4;-1;9057007;9056787;64;0
gene1019;NC_004354.4;-1;9057457;9057351;129;1
gene10190;NT_037436.4;1;2595976;2596031;1057;0
gene10191;NT_037436.4;-1;2597193;2597143;634;5
gene10191;NT_037436.4;-1;2599264;2599071;389;62
gene10192;NT_037436.4;1;2599381;2599435;5875;4
gene10192;NT_037436.4;1;2599502;2599687;6722;41
gene10192;NT_037436.4;1;2599833;2599896;1960;0
gene10193;NT_037436.4;1;2600960;2601020;4427;0
gene10194;NT_037436.4;-1;2607692;2604280;2551;2
gene10194;NT_037436.4;-1;2608140;2607875;772;0
gene10194;NT_037436.4;-1;2608437;2608320;649;0
gene10194;NT_037436.4;-1;2610493;2608645;840;1
gene10194;NT_037436.4;-1;2611315;2611160;413;1
gene10194;NT_037436.4;-1;2611638;2611558;244;1
gene10194;NT_037436.4;-1;2611787;2611711;1792;0
gene10194;NT_037436.4;-1;2629140;2612004;304;7
gene10198;NT_037436.4;1;2631917;2631976;1435;30
gene10198;NT_037436.4;1;2632122;2633537;1941;25
gene10199;NT_037436.4;1;2639554;2639614;2258;0
gene10199;NT_037436.4;1;2639873;2640025;1587;0
gene10199;NT_037436.4;1;2640272;2640336;6328;2
gene10199;NT_037436.4;1;2640517;2640577;215;0
gene10199;NT_037436.4;1;2640927;2641011;10132;1
gene10200;NT_037436.4;-1;2643194;2642888;378;0
gene10201;NT_037436.4;1;2645465;2645632;2189;9
gene10202;NT_037436.4;1;2648595;2648663;1045;0
gene10202;NT_037436.4;1;2648788;2648855;1293;3
gene10202;NT_037436.4;1;2649018;2649071;1307;9
gene10202;NT_037436.4;1;2649206;2649256;1218;0
gene10203;NT_037436.4;-1;2651018;2650961;1014;1
gene10203;NT_037436.4;-1;2651341;2651281;848;388
gene10203;NT_037436.4;-1;2651655;2651594;1219;0
gene10204;NT_037436.4;1;2653658;2653717;1142;0
gene10204;NT_037436.4;1;2653907;2653969;1067;16
gene10206;NT_037436.4;-1;2658213;2657673;900;0
gene10206;NT_037436.4;-1;2658476;2658376;1251;0
gene10206;NT_037436.4;-1;2664917;2659223;956;228
gene10206;NT_037436.4;-1;2665910;2665382;548;222
gene10206;NT_037436.4;-1;2666876;2666648;717;0
gene10206;NT_037436.4;-1;2673064;2672894;1556;1
gene10206;NT_037436.4;-1;2673585;2673285;2052;0
gene10206;NT_037436.4;-1;2678537;2673711;593;0
gene10206;NT_037436.4;-1;2678897;2678780;261;0
gene10206;NT_037436.4;-1;2679212;2679153;249;0
gene10206;NT_037436.4;-1;2679618;2679470;319;1
gene10206;NT_037436.4;-1;2682220;2679868;156;0
gene10206;NT_037436.4;-1;2684552;2682562;643;2
gene10206;NT_037436.4;-1;2689488;2684689;1171;0
gene10209;NT_037436.4;-1;2724676;2724059;721;3
gene10209;NT_037436.4;-1;2728419;2724743;829;4
gene10209;NT_037436.4;-1;2728644;2728561;478;1
gene10212;NT_037436.4;-1;2770041;2769978;3978;0
gene10212;NT_037436.4;-1;2771267;2770492;1992;9
gene10213;NT_037436.4;-1;2773104;2773047;4513;0
gene10213;NT_037436.4;-1;2773398;2773305;5771;34
gene10215;NT_037436.4;1;2781131;2781193;2725;0
gene10216;NT_037436.4;1;2783473;2783735;2503;0
gene10216;NT_037436.4;1;2784502;2784995;3731;7
gene10217;NT_037436.4;-1;2791431;2791278;508;3
gene10217;NT_037436.4;-1;2792005;2791946;714;0
gene10217;NT_037436.4;-1;2792232;2792170;967;0
gene10217;NT_037436.4;-1;2792501;2792438;1398;0
gene10217;NT_037436.4;-1;2796291;2795035;410;1
gene10217;NT_037436.4;-1;2864042;2851697;213;87
gene10217;NT_037436.4;-1;2869448;2864061;230;86
gene10219;NT_037436.4;-1;2885895;2884260;373;0
gene10219;NT_037436.4;-1;2886688;2886409;258;0
gene10219;NT_037436.4;-1;2888889;2886953;137;1
gene10219;NT_037436.4;-1;2889100;2889045;136;1
gene1022;NC_004354.4;-1;9071871;9071802;10398;0
gene1022;NC_004354.4;-1;9078336;9071990;15604;32
gene10220;NT_037436.4;1;2941625;2947876;887;841
gene10220;NT_037436.4;1;2948014;2948478;1923;8
gene10220;NT_037436.4;1;2948893;2951993;532;398
gene10220;NT_037436.4;1;2952108;2954684;1431;620
gene10220;NT_037436.4;1;2955847;2955911;5396;1
gene10220;NT_037436.4;1;2956106;2956165;1652;0
gene10220;NT_037436.4;1;2956437;2957330;1294;43
gene10223;NT_037436.4;-1;2960013;2959948;93;0
gene10223;NT_037436.4;-1;2960600;2960541;77;0
gene10224;NT_037436.4;1;2961875;2961933;661;77
gene10224;NT_037436.4;1;2962031;2962094;641;3
gene10224;NT_037436.4;1;2962240;2962288;681;61
gene10224;NT_037436.4;1;2962662;2962722;835;8
gene10224;NT_037436.4;1;2962889;2962937;1035;2
gene10224;NT_037436.4;1;2963044;2963121;741;14
gene10224;NT_037436.4;1;2963452;2963559;779;3
gene10226;NT_037436.4;1;2982187;2982247;1953;0
gene10226;NT_037436.4;1;2983043;2983159;4646;3
gene10227;NT_037436.4;1;2995265;2995322;641;212
gene10229;NT_037436.4;-1;3015305;3015242;210;0
gene1023;NC_004354.4;-1;9079245;9079175;2149;3
gene1023;NC_004354.4;-1;9080494;9080431;1461;0
gene1023;NC_004354.4;-1;9080855;9080799;676;0
gene10230;NT_037436.4;-1;3016445;3016379;139;0
gene10231;NT_037436.4;-1;3025984;3025922;40;0
gene10231;NT_037436.4;-1;3026323;3026261;88;0
gene10232;NT_037436.4;1;3035365;3036490;3867;167
gene10232;NT_037436.4;1;3036662;3036728;4027;1
gene10232;NT_037436.4;1;3036902;3037783;5977;134
gene10232;NT_037436.4;1;3037962;3038122;2819;5
gene10232;NT_037436.4;1;3038568;3038728;5200;7
gene10232;NT_037436.4;1;3038906;3038963;7214;0
gene10232;NT_037436.4;1;3039258;3039325;14394;0
gene10232;NT_037436.4;1;3039516;3039578;9823;22
gene10232;NT_037436.4;1;3039819;3039926;7175;1
gene10233;NT_037436.4;1;3043206;3043271;3622;0
gene10233;NT_037436.4;1;3043390;3043440;2624;20
gene10233;NT_037436.4;1;3043847;3043904;5047;3
gene10234;NT_037436.4;-1;3044972;3044870;6711;4
gene10234;NT_037436.4;-1;3045722;3045132;7350;2
gene10234;NT_037436.4;-1;3046636;3046217;4007;9
gene10235;NT_037436.4;1;3048167;3048645;2823;2
gene10236;NT_037436.4;1;3050698;3051004;5885;5
gene10237;NT_037436.4;1;3052857;3052933;892;0
gene10237;NT_037436.4;1;3053028;3053240;1209;2
gene10237;NT_037436.4;1;3053741;3053797;1398;0
gene10237;NT_037436.4;1;3054251;3054316;1847;0
gene10237;NT_037436.4;1;3054481;3054539;1334;0
gene10239;NT_037436.4;-1;3056818;3056753;21647;0
gene10239;NT_037436.4;-1;3056992;3056923;20788;7
gene10239;NT_037436.4;-1;3057429;3057271;16085;18
gene10239;NT_037436.4;-1;3057640;3057583;17597;2
gene10239;NT_037436.4;-1;3057828;3057765;12513;0
gene10239;NT_037436.4;-1;3058065;3057944;3842;21
gene10239;NT_037436.4;-1;3070161;3058125;4555;133
gene10240;NT_037436.4;1;3073479;3083732;8409;2597
gene10240;NT_037436.4;1;3083810;3084807;6488;2307
gene10240;NT_037436.4;1;3084901;3085203;3811;2312
gene10240;NT_037436.4;1;3085801;3085864;3778;1
gene10240;NT_037436.4;1;3086337;3086397;8656;1
gene10240;NT_037436.4;1;3086515;3086948;3725;15
gene10240;NT_037436.4;1;3087070;3087132;4752;4
gene10240;NT_037436.4;1;3087256;3087310;12037;2
gene10240;NT_037436.4;1;3087441;3087505;11711;0
gene10240;NT_037436.4;1;3087643;3087698;9515;3
gene10240;NT_037436.4;1;3087891;3087956;3094;0
gene10240;NT_037436.4;1;3088120;3088191;21315;92
gene10242;NT_037436.4;-1;3091879;3091820;496;0
gene10242;NT_037436.4;-1;3092151;3092082;357;0
gene10242;NT_037436.4;-1;3093186;3093123;287;0
gene10242;NT_037436.4;-1;3093358;3093299;406;0
gene10242;NT_037436.4;-1;3094377;3094316;228;0
gene10242;NT_037436.4;-1;3097662;3094887;160;2
gene10242;NT_037436.4;-1;3106673;3097745;31;1
gene10249;NT_037436.4;-1;3110868;3110819;137;0
gene1025;NC_004354.4;1;9083166;9083240;1018;0
gene1025;NC_004354.4;1;9083484;9083541;1206;0
gene1025;NC_004354.4;1;9083942;9083998;1239;0
gene1025;NC_004354.4;1;9084176;9084236;1012;629
gene1025;NC_004354.4;1;9084400;9084468;1539;50
gene10251;NT_037436.4;-1;3117082;3116032;2076;12
gene10251;NT_037436.4;-1;3117345;3117257;2441;178
gene10251;NT_037436.4;-1;3117833;3117406;2942;290
gene10251;NT_037436.4;-1;3119042;3118980;5284;0
gene10251;NT_037436.4;-1;3119212;3119153;705;0
gene10251;NT_037436.4;-1;3119603;3119549;1709;0
gene10251;NT_037436.4;-1;3119798;3119735;143;0
gene10251;NT_037436.4;-1;3120026;3119964;4343;0
gene10251;NT_037436.4;-1;3120271;3120215;3054;1
gene10251;NT_037436.4;-1;3120458;3120401;4287;2
gene10251;NT_037436.4;-1;3120667;3120607;3621;0
gene10253;NT_037436.4;-1;3129586;3129424;1925;0
gene10253;NT_037436.4;-1;3129925;3129860;4174;3
gene10253;NT_037436.4;-1;3130091;3130024;2045;0
gene10253;NT_037436.4;-1;3130238;3130179;4433;1
gene10253;NT_037436.4;-1;3130511;3130448;2762;0
gene10253;NT_037436.4;-1;3131108;3131037;7893;0
gene10253;NT_037436.4;-1;3139750;3133339;2092;322
gene10253;NT_037436.4;-1;3142827;3131205;3753;1366
gene10256;NT_037436.4;-1;3147531;3147471;2227;0
gene10257;NT_037436.4;1;3150154;3150214;6110;5
gene10257;NT_037436.4;1;3150843;3150927;1985;98
gene10257;NT_037436.4;1;3151173;3151263;4949;137
gene10257;NT_037436.4;1;3151373;3152454;2953;735
gene10257;NT_037436.4;1;3157142;3157199;2891;1
gene10258;NT_037436.4;-1;3159273;3159216;9742;23
gene10258;NT_037436.4;-1;3159408;3159349;12009;37
gene10259;NT_037436.4;1;3160100;3160170;944;0
gene1026;NC_004354.4;1;9086319;9086396;2989;44
gene10262;NT_037436.4;1;3168266;3168334;2055;0
gene10263;NT_037436.4;1;3171107;3171163;22570;21
gene10266;NT_037436.4;-1;3175431;3175338;588;0
gene10266;NT_037436.4;-1;3176905;3176846;410;0
gene10266;NT_037436.4;-1;3178200;3177670;330;4
gene10267;NT_037436.4;1;3179422;3179943;1659;0
gene10267;NT_037436.4;1;3180681;3180741;1806;2
gene10267;NT_037436.4;1;3181021;3181085;2351;0
gene10267;NT_037436.4;1;3183145;3183199;3618;5
gene10267;NT_037436.4;1;3183439;3183498;4507;0
gene10267;NT_037436.4;1;3183575;3183635;4537;2
gene10267;NT_037436.4;1;3183800;3183932;2407;66
gene10267;NT_037436.4;1;3184038;3184248;753;456
gene10268;NT_037436.4;1;3185423;3185480;226;0
gene10268;NT_037436.4;1;3185578;3185633;220;0
gene10268;NT_037436.4;1;3186297;3186348;594;0
gene10269;NT_037436.4;1;3186698;3186759;935;0
gene10269;NT_037436.4;1;3186900;3186962;617;5
gene1027;NC_004354.4;1;9087539;9087611;37;0
gene10270;NT_037436.4;1;3187606;3187668;460;65
gene10270;NT_037436.4;1;3187809;3187866;3446;0
gene10271;NT_037436.4;-1;3188388;3188332;54;2
gene10271;NT_037436.4;-1;3189441;3189385;20;0
gene10271;NT_037436.4;-1;3189708;3189655;34;0
gene10276;NT_037436.4;-1;3198751;3198432;28978;9
gene10277;NT_037436.4;1;3200174;3200227;922;0
gene10277;NT_037436.4;1;3200459;3200516;1813;0
gene10277;NT_037436.4;1;3200955;3201016;2688;0
gene10277;NT_037436.4;1;3201416;3201472;2000;0
gene10277;NT_037436.4;1;3201908;3202008;2628;0
gene10277;NT_037436.4;1;3202203;3209287;822;2
gene10277;NT_037436.4;1;3209797;3209859;1146;1
gene10277;NT_037436.4;1;3210655;3210712;5158;0
gene10277;NT_037436.4;1;3210908;3210966;4906;0
gene1028;NC_004354.4;1;9088766;9088838;392;5
gene10284;NT_037436.4;-1;3211494;3211433;3592;0
gene10284;NT_037436.4;-1;3213653;3213597;1033;0
gene10284;NT_037436.4;-1;3214754;3214693;1191;0
gene10284;NT_037436.4;-1;3215297;3215236;1428;1
gene10284;NT_037436.4;-1;3217419;3217364;908;0
gene10284;NT_037436.4;-1;3217617;3217564;1265;4
gene10284;NT_037436.4;-1;3217945;3217894;704;0
gene10284;NT_037436.4;-1;3218544;3218489;671;0
gene10284;NT_037436.4;-1;3218751;3218672;635;1
gene10285;NT_037436.4;1;3219345;3219430;3576;2
gene10286;NT_037436.4;-1;3221466;3221284;24991;8
gene10286;NT_037436.4;-1;3221881;3221710;228688;269
gene1029;NC_004354.4;1;9089599;9090487;21787;29
gene1029;NC_004354.4;1;9091178;9091409;25959;73
gene1029;NC_004354.4;1;9092038;9092109;10288;1
gene10292;NT_037436.4;1;3223527;3223769;52617;15
gene10292;NT_037436.4;1;3223928;3224313;65397;12
gene10293;NT_037436.4;1;3227706;3227774;2963;0
gene10293;NT_037436.4;1;3228025;3228091;2336;0
gene10293;NT_037436.4;1;3228467;3228621;1969;0
gene10293;NT_037436.4;1;3229193;3229252;2547;2
gene10293;NT_037436.4;1;3229780;3229911;1276;1
gene10293;NT_037436.4;1;3231797;3231908;3850;0
gene10294;NT_037436.4;-1;3237741;3237665;9553;0
gene10294;NT_037436.4;-1;3238611;3238073;6022;7
gene10295;NT_037436.4;-1;3244146;3244080;193;57
gene103;NC_004354.4;1;934475;934540;1730;0
gene103;NC_004354.4;1;934682;937940;1193;2
gene10300;NT_037436.4;1;3266715;3267120;615;8
gene10300;NT_037436.4;1;3267288;3267424;882;0
gene10300;NT_037436.4;1;3267548;3267608;1033;0
gene10301;NT_037436.4;1;3268549;3268615;148;0
gene10303;NT_037436.4;1;3286434;3286951;21;4
gene10303;NT_037436.4;1;3287103;3287200;27;0
gene10303;NT_037436.4;1;3287638;3287708;15;0
gene10303;NT_037436.4;1;3288186;3288982;14;1
gene10303;NT_037436.4;1;3289189;3290302;15;1
gene10306;NT_037436.4;-1;3300722;3300048;1614;2
gene10307;NT_037436.4;1;3310707;3310771;2713;0
gene10307;NT_037436.4;1;3310897;3311729;2827;2
gene10307;NT_037436.4;1;3311828;3311885;4817;0
gene10307;NT_037436.4;1;3312403;3312514;3983;0
gene10307;NT_037436.4;1;3312750;3312814;118;0
gene1031;NC_004354.4;-1;9094410;9094349;6957;0
gene1031;NC_004354.4;-1;9095065;9095009;7153;3
gene1031;NC_004354.4;-1;9095394;9095334;9705;8
gene1031;NC_004354.4;-1;9096765;9095652;4543;2300
gene1031;NC_004354.4;-1;9097755;9097514;3858;3600
gene1031;NC_004354.4;-1;9098083;9098008;6342;1
gene1031;NC_004354.4;-1;9100512;9098414;4450;4358
gene1031;NC_004354.4;-1;9101565;9101420;4629;0
gene1031;NC_004354.4;-1;9102494;9102234;1932;1
gene10312;NT_037436.4;-1;3318691;3318590;1204;18
gene10313;NT_037436.4;1;3319906;3320514;3975;53
gene10315;NT_037436.4;-1;3324699;3324637;3727;0
gene10316;NT_037436.4;1;3328184;3328250;30540;0
gene10318;NT_037436.4;1;3330655;3330710;15;0
gene10319;NT_037436.4;-1;3333744;3333693;4863;0
gene10319;NT_037436.4;-1;3333983;3333926;6038;2
gene10319;NT_037436.4;-1;3334226;3334172;5261;56
gene1032;NC_004354.4;-1;9105396;9105332;5642;0
gene1032;NC_004354.4;-1;9106224;9105958;4546;0
gene10322;NT_037436.4;1;3351687;3351964;1231;0
gene10322;NT_037436.4;1;3352133;3353737;785;1
gene10322;NT_037436.4;1;3353855;3353922;791;0
gene10322;NT_037436.4;1;3354186;3354254;566;0
gene10322;NT_037436.4;1;3354385;3354636;1609;2
gene10322;NT_037436.4;1;3354825;3354948;1542;0
gene10322;NT_037436.4;1;3357923;3357981;1234;0
gene10322;NT_037436.4;1;3358122;3358178;2075;0
gene10322;NT_037436.4;1;3359790;3359852;2019;2
gene10322;NT_037436.4;1;3365752;3365810;2643;1
gene10322;NT_037436.4;1;3366127;3366199;4686;0
gene10324;NT_037436.4;-1;3372969;3372851;3858;5
gene10324;NT_037436.4;-1;3374018;3373870;3445;325
gene10325;NT_037436.4;1;3375177;3375233;901;0
gene10325;NT_037436.4;1;3376035;3376090;1054;0
gene10326;NT_037436.4;1;3376948;3376998;6313;18
gene10327;NT_037436.4;1;3378489;3378550;469;0
gene10327;NT_037436.4;1;3379572;3379622;941;2
gene10327;NT_037436.4;1;3379797;3379863;534;0
gene1033;NC_004354.4;1;9107238;9107304;3046;2
gene1033;NC_004354.4;1;9107558;9107675;2901;2
gene10331;NT_037436.4;-1;3432203;3429084;15267;7
gene10331;NT_037436.4;-1;3443457;3432366;15969;41
gene10331;NT_037436.4;-1;3445364;3443566;13483;39
gene10331;NT_037436.4;-1;3447647;3445561;10368;5
gene10331;NT_037436.4;-1;3457214;3447725;10857;3
gene10331;NT_037436.4;-1;3457411;3457348;4349;0
gene10331;NT_037436.4;-1;3458947;3458841;4368;1
gene10331;NT_037436.4;-1;3460171;3460099;6292;0
gene10332;NT_037436.4;1;3462785;3462861;2895;0
gene10332;NT_037436.4;1;3463291;3463356;2262;9
gene10332;NT_037436.4;1;3463960;3464016;2710;0
gene10332;NT_037436.4;1;3464980;3465048;3415;0
gene10333;NT_037436.4;1;3466623;3466685;1716;0
gene10333;NT_037436.4;1;3466873;3466949;1982;16
gene10333;NT_037436.4;1;3467373;3467425;100;2
gene10334;NT_037436.4;-1;3469382;3469323;2595;0
gene10334;NT_037436.4;-1;3470387;3469636;1150;2
gene10335;NT_037436.4;-1;3471926;3471857;16182;3
gene10336;NT_037436.4;1;3485744;3485843;229;198
gene10336;NT_037436.4;1;3486279;3504719;761;15
gene10336;NT_037436.4;1;3504804;3504887;453;0
gene10336;NT_037436.4;1;3507208;3507297;392;0
gene10337;NT_037436.4;-1;3484457;3484380;3718;0
gene10337;NT_037436.4;-1;3484569;3484503;4363;0
gene10339;NT_037436.4;1;3516829;3552786;1763;1271
gene10339;NT_037436.4;1;3543708;3545798;350;271
gene10339;NT_037436.4;1;3552865;3578288;3770;18
gene10339;NT_037436.4;1;3578481;3588041;2658;819
gene10339;NT_037436.4;1;3588081;3593328;2516;814
gene10339;NT_037436.4;1;3593547;3594650;4404;5
gene10339;NT_037436.4;1;3594743;3598064;3113;3
gene10339;NT_037436.4;1;3598240;3598359;1133;0
gene10339;NT_037436.4;1;3598622;3600012;1663;1
gene10339;NT_037436.4;1;3600226;3600311;1748;0
gene10339;NT_037436.4;1;3600492;3607501;1649;8
gene1034;NC_004354.4;1;9109695;9110821;1339;1262
gene1034;NC_004354.4;1;9111006;9111081;3836;163
gene1034;NC_004354.4;1;9111144;9111386;3055;2
gene1034;NC_004354.4;1;9111529;9111597;2645;0
gene1034;NC_004354.4;1;9111787;9111853;2506;0
gene1034;NC_004354.4;1;9112093;9112162;3963;0
gene1034;NC_004354.4;1;9112240;9113642;2700;2110
gene1034;NC_004354.4;1;9113900;9113974;1796;0
gene1034;NC_004354.4;1;9114571;9114633;1432;0
gene1034;NC_004354.4;1;9114773;9114837;1927;0
gene1034;NC_004354.4;1;9115127;9115195;2003;0
gene1034;NC_004354.4;1;9115712;9115764;3671;5
gene1034;NC_004354.4;1;9115909;9115970;3274;0
gene1034;NC_004354.4;1;9116079;9116145;1741;1
gene10343;NT_037436.4;1;3612493;3613074;635;1
gene10343;NT_037436.4;1;3613206;3613748;614;0
gene10343;NT_037436.4;1;3613883;3614069;197;10
gene10343;NT_037436.4;1;3614254;3614310;229;0
gene10344;NT_037436.4;1;3615623;3615697;1635;1
gene10344;NT_037436.4;1;3616163;3616221;1468;380
gene10344;NT_037436.4;1;3616421;3616476;1180;1
gene10345;NT_037436.4;-1;3620741;3620692;1302;0
gene10345;NT_037436.4;-1;3620871;3620810;1079;66
gene10346;NT_037436.4;1;3627145;3644641;97;0
gene10346;NT_037436.4;1;3645207;3645874;61;0
gene10346;NT_037436.4;1;3646573;3646738;83;0
gene10346;NT_037436.4;1;3647421;3649278;17;0
gene10346;NT_037436.4;1;3649339;3652714;99;0
gene10347;NT_037436.4;-1;3654435;3654329;537;0
gene10353;NT_037436.4;-1;3718195;3717408;10510;23
gene10353;NT_037436.4;-1;3718637;3718473;1644;1
gene10353;NT_037436.4;-1;3722155;3718991;2914;2817
gene10353;NT_037436.4;-1;3722859;3722523;4738;124
gene10353;NT_037436.4;-1;3723638;3723106;613;127
gene10353;NT_037436.4;-1;3745827;3743773;199;118
gene10353;NT_037436.4;-1;3769077;3767569;1087;0
gene10353;NT_037436.4;-1;3769241;3769177;2417;0
gene10353;NT_037436.4;-1;3780422;3769407;1470;978
gene10353;NT_037436.4;-1;3787556;3781413;1419;44
gene10353;NT_037436.4;-1;3805820;3803455;228;1
gene10356;NT_037436.4;-1;3805820;3804765;1859;13
gene10357;NT_037436.4;1;3807012;3807064;844;2
gene10357;NT_037436.4;1;3808110;3808165;188;0
gene1036;NC_004354.4;-1;9126059;9125655;2032;0
gene1036;NC_004354.4;-1;9127065;9126303;1312;1
gene1036;NC_004354.4;-1;9133939;9127114;1267;5
gene10360;NT_037436.4;1;3811673;3811945;4247;1
gene10360;NT_037436.4;1;3812414;3812471;280;0
gene10360;NT_037436.4;1;3813054;3813116;345;0
gene10361;NT_037436.4;1;3814356;3816631;25722;28
gene10361;NT_037436.4;1;3817081;3817436;21585;54
gene10361;NT_037436.4;1;3817722;3817783;17650;1
gene10364;NT_037436.4;-1;3816100;3816047;8595;20
gene10364;NT_037436.4;-1;3816317;3816257;12592;16
gene10365;NT_037436.4;1;3818921;3829418;2234;611
gene10365;NT_037436.4;1;3829862;3831720;2179;36
gene10365;NT_037436.4;1;3832544;3832616;2695;1025
gene10365;NT_037436.4;1;3832759;3832855;3560;0
gene10365;NT_037436.4;1;3833010;3833071;3767;0
gene10365;NT_037436.4;1;3833399;3833455;1598;0
gene10365;NT_037436.4;1;3833671;3836021;1861;849
gene10365;NT_037436.4;1;3836935;3836998;1790;0
gene10365;NT_037436.4;1;3837606;3837661;3069;10
gene10365;NT_037436.4;1;3839362;3839423;3307;0
gene10365;NT_037436.4;1;3839524;3839632;5062;27
gene10367;NT_037436.4;1;3846748;3857941;163;1
gene10367;NT_037436.4;1;3858124;3859166;89;0
gene10367;NT_037436.4;1;3859385;3860189;257;2
gene10367;NT_037436.4;1;3860412;3860635;161;103
gene10367;NT_037436.4;1;3860762;3860890;496;0
gene10371;NT_037436.4;1;3892990;3893532;10058;68
gene10371;NT_037436.4;1;3893915;3893977;34288;89
gene10371;NT_037436.4;1;3894115;3894168;30092;7
gene10373;NT_037436.4;-1;3896183;3896109;38;0
gene10373;NT_037436.4;-1;3896393;3896334;62;0
gene10374;NT_037436.4;1;3897092;3897147;8694;0
gene10375;NT_037436.4;-1;3898003;3897941;1666;8
gene10375;NT_037436.4;-1;3898861;3898798;1894;6
gene10375;NT_037436.4;-1;3899014;3898960;683;2
gene10377;NT_037436.4;1;3903912;3904068;10629;28
gene10377;NT_037436.4;1;3904286;3904505;6931;5
gene10377;NT_037436.4;1;3904622;3904683;21090;0
gene10378;NT_037436.4;1;3905540;3905601;495;5
gene10379;NT_037436.4;-1;3909003;3908532;7351;45
gene10379;NT_037436.4;-1;3909220;3909040;5030;1842
gene1038;NC_004354.4;1;9144948;9146007;836;0
gene10380;NT_037436.4;-1;3913625;3911915;3947;20
gene10380;NT_037436.4;-1;3913851;3913775;3513;0
gene10380;NT_037436.4;-1;3919883;3914003;5605;27
gene10380;NT_037436.4;-1;3925462;3924475;2184;863
gene10380;NT_037436.4;-1;3930957;3930853;2438;14
gene10380;NT_037436.4;-1;3933246;3930997;2219;598
gene10382;NT_037436.4;-1;3937452;3937394;3127;1
gene10383;NT_037436.4;-1;3938958;3938896;1143;0
gene10383;NT_037436.4;-1;3939214;3939157;792;0
gene10383;NT_037436.4;-1;3939478;3939360;1335;3
gene10383;NT_037436.4;-1;3939719;3939652;742;4
gene10383;NT_037436.4;-1;3940006;3939888;543;22
gene10385;NT_037436.4;-1;3941371;3941305;34229;0
gene10385;NT_037436.4;-1;3941625;3941570;27901;0
gene10385;NT_037436.4;-1;3941863;3941771;19784;1
gene10385;NT_037436.4;-1;3942102;3942037;18682;0
gene10385;NT_037436.4;-1;3942357;3942271;9113;0
gene10386;NT_037436.4;1;3944617;3944794;639;0
gene10386;NT_037436.4;1;3945601;3945657;803;0
gene10389;NT_037436.4;-1;3951751;3951487;3851;1
gene10389;NT_037436.4;-1;3952260;3951877;3013;3
